,text,label,label_id
2084,i feel urine dark pain of skin stomach abdominal eyes coma pain yellowish acute failure joint yellowing appetite of high fever nausea liver vomiting bleeding loss fatigue lately,Gastroenterology,3
2085,my main issue is dents rash in nails inflammatory nails skin skin silver joint dusting pain peeling small like,Dermatology,1
2086,experiencing vomiting chest breathlessness sweating pain,Cardiology,0
2087,feeling fatigue history family of yellowish loss of eyes nausea yellowing appetite skin,Gastroenterology,3
2088,experiencing contacts patches extra high wasting in fever throat muscle marital,Infectious,4
2089,my main issue is high skin yellowish itching urine weight dark loss fever fatigue vomiting,Gastroenterology,3
2090,i feel walking swelling joints neck stiff stiffness movement weakness painful muscle lately,Orthopedics,6
2091,i am having rate sweating irritability weakness swings muscle fatigue abnormal fast excessive hunger menstruation heart mood loss restlessness weight diarrhoea,Endocrinology,2
2092,i think it's chest acidity stomach vomiting on tongue pain pain ulcers cough,Gastroenterology,3
2093,i think it's irritability weakness restlessness heart sweating rate muscle weight excessive fast swings mood loss hunger fatigue abnormal diarrhoea menstruation,Endocrinology,2
2094,i am having over itching body swelled fever skin appetite loss headache lymph red nodes high mild spots fatigue malaise fever rash of,Infectious,4
2095,i have dischromic itching skin rash patches,Dermatology,1
2096,i have dischromic itching skin rash eruptions nodal patches skin,Dermatology,1
2097,suffering from continuous of of urine smell burning foul urine feel bladder micturition discomfort,Urology,8
2098,dealing with pain stomach spotting urination burning micturition itching,Dermatology,1
2099,i think it's yellowish itching fever dark urine weight abdominal loss high pain fatigue skin,Gastroenterology,3
2100,i have pain micturition stomach rash itching skin burning spotting urination,Dermatology,1
2101,i have and speech palpitations tingling anxiety and drying irritability sweating fatigue vision lips nausea distorted excessive blurred hunger vomiting slurred,Endocrinology,2
2102,i feel of pain abdominal indigestion gases of itching appetite passage loss vomiting internal lately,Gastroenterology,3
2103,i feel vomiting pain sweating chest lately,Cardiology,0
2104,suffering from runny fever irritation headache phlegm malaise pain nose pain nodes sinus lymph fatigue high swelled throat congestion muscle pressure of eyes of chest smell redness cough loss chills,Pulmonology,7
2105,i think it's loss pain runny pain malaise sneezing redness fever chest eyes headache of irritation sinus high cough smell muscle congestion pressure of throat continuous nose phlegm chills fatigue,Pulmonology,7
2106,having internal indigestion appetite passage of gases loss itching of vomiting,Gastroenterology,3
2107,suffering from of altered one body vomiting weakness sensorium side,Neurology,5
2108,having swollen blood bruising calf on prominent vessels legs swollen veins fatigue cramps,Cardiology,0
2109,having irritation fever chills runny throat phlegm high nodes headache fatigue eyes of chest nose congestion smell of lymph cough swelled muscle continuous redness sinus sneezing pressure malaise loss pain pain,Pulmonology,7
2110,i am having from watering chills continuous eyes sneezing shivering,Dermatology,1
2111,suffering from loss in dizziness neck balance of back weakness pain limbs pain,Neurology,5
2112,having in nails skin rash pain nails inflammatory silver like peeling skin dusting joint small dents,Dermatology,1
2113,having fast mood diarrhoea irritability fatigue weight rate menstruation sweating abnormal weakness loss swings restlessness heart excessive muscle hunger,Endocrinology,2
2114,i think it's skin appetite urine failure acute pain yellowing abdominal vomiting fatigue joint of yellowish dark loss nausea high liver of fever coma stomach pain eyes bleeding,Gastroenterology,3
2115,experiencing chest sneezing pressure lymph nose fever smell muscle continuous pain nodes phlegm headache chills high of pain malaise eyes sinus throat congestion irritation fatigue loss of redness runny cough swelled,Pulmonology,7
2116,i have body sensorium side vomiting altered of weakness one headache,Neurology,5
2117,dealing with sputum malaise eyes blood breathlessness fatigue in fever loss loss high yellowing phlegm sweating of weight chest of fever chills cough mild appetite vomiting lymph pain nodes swelled,Pulmonology,7
2118,i think it's of skin of consumption stomach pain of distention yellowish overload abdomen abdominal history alcohol swelling fluid,Gastroenterology,3
2119,feeling diarrhoea eyes dehydration vomiting sunken,Gastroenterology,3
2120,dealing with mild appetite swelled sweating weight of vomiting malaise high breathlessness pain cough chills in blood of phlegm fever loss chest nodes loss lymph yellowing sputum eyes fever fatigue,Pulmonology,7
2121,dealing with abdominal dark pain high weight yellowish skin urine fever loss fatigue vomiting itching,Gastroenterology,3
2122,experiencing loss of appetite gases abdominal itching passage of vomiting pain internal,Gastroenterology,3
2123,feeling stomach ulcers pain cough tongue pain vomiting chest on acidity,Gastroenterology,3
2124,feeling eruptions rash skin patches skin nodal itching dischromic,Dermatology,1
2125,i am having vomiting sweating breathlessness chest pain,Cardiology,0
2126,experiencing itching pain passage internal abdominal loss vomiting appetite of of gases,Gastroenterology,3
2127,feeling menstruation loss weakness swings diarrhoea restlessness irritability sweating weight heart fatigue excessive mood hunger rate muscle abnormal fast,Endocrinology,2
2128,i am having rash eyes loss malaise behind chills pain joint fatigue over appetite back nausea headache the red high pain body of pain muscle skin pain vomiting fever spots,Infectious,4
2129,experiencing yellowing pain dark malaise urine yellowish abdominal receiving unsterile appetite receiving blood injections loss itching lethargy fatigue of urine skin transfusion yellow of eyes,Gastroenterology,3
2130,i have fatigue skin urine unsterile yellowing lethargy urine yellow loss transfusion pain injections of yellowish of eyes abdominal dark appetite receiving receiving blood itching malaise,Gastroenterology,3
2131,feeling silver inflammatory like pain rash dusting dents nails joint in nails skin small,Dermatology,1
2132,experiencing abdominal of abdomen yellowish consumption of skin fluid of pain history alcohol distention overload stomach vomiting swelling,Gastroenterology,3
2133,feeling wasting extra fever muscle throat contacts patches marital high in,Infectious,4
2134,having sputum fatigue mucoid cough breathlessness fever high,Pulmonology,7
2135,suffering from chills fatigue (typhos) fever abdominal belly toxic high nausea headache look pain pain diarrhoea vomiting,Infectious,4
2136,my main issue is and headache disturbances excessive stiff distorted neck irritability vision depression visual indigestion blurred hunger,Neurology,5
2137,my main issue is sunken vomiting diarrhoea dehydration eyes,Gastroenterology,3
2138,suffering from vomiting eyes diarrhoea sunken,Gastroenterology,3
2139,experiencing rash red yellow high blister fever nose skin sore around crust ooze,Dermatology,1
2140,having history vomiting abdominal alcohol yellowish swelling of abdomen consumption stomach overload pain of fluid of distention skin,Gastroenterology,3
2141,experiencing stiffness neck swelling joints movement muscle walking stiff painful weakness,Orthopedics,6
2142,experiencing nausea the eyes chills spots headache pain of body loss appetite red muscle vomiting skin over fatigue rash fever behind pain pain malaise high back,Infectious,4
2143,i have and fatigue thyroid mood brittle feets gain hands swings enlarged face abnormal swollen menstruation extremeties puffy depression lethargy eyes nails and cold weight irritability,Endocrinology,2
2144,i feel high muscle fever extra contacts wasting patches marital in throat lately,Infectious,4
2145,i feel sweating lymph yellowing fever appetite pain of nodes sputum loss chills vomiting malaise phlegm weight loss fatigue breathlessness swelled eyes chest of in cough blood mild lately,Pulmonology,7
2146,experiencing in patches wasting high marital fever contacts muscle extra throat,Infectious,4
2147,feeling sore ooze red yellow blister rash crust nose around skin,Dermatology,1
2148,my main issue is eyes thyroid abnormal nails brittle swings face depression menstruation and puffy irritability mood swollen extremeties gain weight lethargy fatigue enlarged dizziness,Endocrinology,2
2149,i have walking hip joint neck swelling joints painful pain pain knee pain joint pain,Orthopedics,6
2150,having diarrhoea vomiting pain look fever high headache constipation fatigue belly chills toxic (typhos) nausea,Infectious,4
2151,i am having heart fatigue fast menstruation loss weight irritability diarrhoea restlessness swings weakness sweating rate mood hunger abnormal muscle excessive,Endocrinology,2
2152,having distention of skin yellowish overload history swelling consumption abdomen of of alcohol fluid stomach abdominal vomiting pain,Gastroenterology,3
2153,i think it's weakness stiffness painful walking muscle stiff swelling joints movement neck,Orthopedics,6
2154,suffering from stomach swelling of history overload distention vomiting abdominal fluid abdomen of alcohol yellowish pain skin of consumption,Gastroenterology,3
2155,having stiffness stiff painful movement walking joints muscle neck weakness swelling,Orthopedics,6
2156,experiencing yellowish pain diarrhoea muscle loss skin dark appetite eyes mild fever of yellowing urine pain vomiting abdominal joint pain of nausea,Gastroenterology,3
2157,my main issue is sweating rate diarrhoea excessive irritability swings fatigue menstruation weakness restlessness muscle fast mood loss abnormal weight hunger heart,Endocrinology,2
2158,feeling fatigue excessive muscle menstruation mood weakness irritability rate fast abnormal heart diarrhoea swings loss restlessness weight sweating hunger,Endocrinology,2
2159,dealing with continuous burning bladder smell micturition discomfort foul of urine of feel urine,Urology,8
2160,i feel sweating nausea pain diarrhoea fever high headache chills vomiting muscle lately,Infectious,4
2161,having sweating chest pain vomiting breathlessness,Cardiology,0
2162,dealing with bleeding loss high fever joint pain dark appetite yellowish liver failure of yellowing coma acute abdominal pain nausea stomach eyes vomiting of skin urine fatigue,Gastroenterology,3
2163,having chest breathlessness vomiting sweating pain,Cardiology,0
2164,i feel prominent legs blood veins on obesity swollen vessels bruising cramps calf fatigue swollen lately,Cardiology,0
2165,my main issue is appetite itching vomiting indigestion of loss pain internal gases passage of abdominal,Gastroenterology,3
2166,dealing with joints walking joint knee pain swelling pain hip neck pain painful,Orthopedics,6
2167,i feel yellowish loss vomiting yellowing eyes of nausea bleeding pain of fever failure appetite fatigue high skin acute stomach abdominal dark liver coma urine lately,Gastroenterology,3
2168,i am having spotting stomach itching burning urination micturition pain,Dermatology,1
2169,experiencing transfusion fatigue itching pain yellowish injections blood loss malaise receiving yellow abdominal of urine of eyes lethargy yellowing dark urine appetite skin receiving unsterile,Gastroenterology,3
2170,i have sweating chest vomiting breathlessness pain,Cardiology,0
2171,i am having filled rash scurring pus skin blackheads pimples,Dermatology,1
2172,my main issue is nose pain congestion smell of malaise of pressure irritation muscle high throat redness eyes runny lymph headache pain sneezing loss sinus continuous swelled fever nodes cough chest fatigue phlegm,Pulmonology,7
2173,my main issue is loss yellowish history of nausea eyes fatigue family yellowing of skin appetite,Gastroenterology,3
2174,i think it's vomiting fever pain high headache nausea diarrhoea muscle chills sweating,Infectious,4
2175,dealing with weakness of vomiting headache body side sensorium altered one,Neurology,5
2176,experiencing high urine skin fever abdominal yellowish itching vomiting loss fatigue dark weight pain,Gastroenterology,3
2177,feeling and anxiety slurred speech sweating vision vomiting lips fatigue tingling excessive nausea irritability blurred drying hunger distorted headache and palpitations,Endocrinology,2
2178,i am having vomiting pain chest sweating breathlessness,Cardiology,0
2179,experiencing stomach pain on tongue chest pain vomiting cough acidity ulcers,Gastroenterology,3
2180,suffering from (typhos) fever headache look high toxic pain fatigue constipation belly diarrhoea abdominal nausea chills pain,Infectious,4
2181,i have appetite yellowing of pain joint fatigue eyes nausea loss skin vomiting abdominal yellowish of pain,Gastroenterology,3
2182,suffering from stomach burning spotting urination rash itching pain skin micturition,Dermatology,1
2183,i have sunken eyes vomiting diarrhoea,Gastroenterology,3
2184,i have scurring skin blackheads rash pus filled pimples,Dermatology,1
2185,i have weakness side headache one altered sensorium body vomiting of,Neurology,5
2186,having rash blackheads skin scurring pimples pus filled,Dermatology,1
2187,i am having cough breathlessness family mucoid sputum history high fever,Pulmonology,7
2188,dealing with filled rash skin pus blackheads scurring pimples,Dermatology,1
2189,my main issue is drying palpitations vision hunger vomiting distorted excessive speech nausea sweating and fatigue slurred irritability tingling blurred anxiety headache and lips,Endocrinology,2
2190,suffering from loss weakness pain limbs dizziness balance of back neck in pain,Neurology,5
2191,suffering from high phlegm chest chills heart fast rate pain sputum malaise fever sweating rusty breathlessness fatigue cough,Pulmonology,7
2192,having (typhos) look high toxic constipation fever diarrhoea fatigue chills belly pain nausea vomiting headache pain abdominal,Infectious,4
2193,dealing with skin silver rash inflammatory skin nails small pain peeling in like dusting dents joint nails,Dermatology,1
2194,i think it's muscle malaise vomiting loss behind fever red skin back pain pain body joint headache appetite high pain pain the of rash over nausea eyes chills spots fatigue,Infectious,4
2195,i feel phlegm of congestion pain pain sneezing runny muscle eyes pressure lymph sinus throat of smell loss malaise redness headache irritation chills nose nodes cough chest swelled continuous fatigue lately,Pulmonology,7
2196,suffering from sunken eyes diarrhoea vomiting dehydration,Gastroenterology,3
2197,i have dark abdominal urine high yellowish skin vomiting loss pain itching weight fatigue fever,Gastroenterology,3
2198,i feel swollen legs bruising on veins prominent swollen blood vessels obesity fatigue calf cramps lately,Cardiology,0
2199,my main issue is injections receiving unsterile urine yellowish malaise skin receiving eyes transfusion abdominal appetite fatigue pain yellowing urine dark lethargy of itching yellow of blood loss,Gastroenterology,3
2200,dealing with weakness excessive mood swings diarrhoea menstruation weight sweating hunger loss restlessness fatigue heart irritability abnormal fast rate muscle,Endocrinology,2
2201,my main issue is high chills fever nausea headache muscle sweating diarrhoea vomiting pain,Infectious,4
2202,my main issue is fever high breathlessness family cough history mucoid fatigue sputum,Pulmonology,7
2203,dealing with vomiting of pain indigestion itching abdominal internal appetite loss passage of gases,Gastroenterology,3
2204,feeling pain chest tongue acidity on vomiting ulcers cough stomach pain,Gastroenterology,3
2205,i think it's pimples rash skin pus blackheads filled,Dermatology,1
2206,feeling vomiting of indigestion internal appetite pain passage itching abdominal gases of loss,Gastroenterology,3
2207,i am having neck loss limbs in dizziness pain of weakness pain balance back,Neurology,5
2208,dealing with mood extremeties nails lethargy feets abnormal eyes weight depression cold and puffy brittle face gain enlarged menstruation swollen hands irritability dizziness swings and thyroid,Endocrinology,2
2209,experiencing prominent blood veins bruising on fatigue vessels cramps calf swollen obesity,Cardiology,0
2210,i feel nausea yellowing urine eyes abdominal pain dark loss pain skin joint appetite of of yellowish fatigue lately,Gastroenterology,3
2211,feeling pain breathlessness rate fatigue cough chest fever sputum malaise sweating rusty phlegm chills heart high fast,Pulmonology,7
2212,dealing with fever phlegm breathlessness sweating chest rate malaise chills cough high fatigue pain fast heart sputum rusty,Pulmonology,7
2213,i think it's pimples pus blackheads scurring rash filled skin,Dermatology,1
2214,having menstruation face depression mood hands eyes swollen brittle extremeties gain and dizziness puffy nails irritability abnormal cold lethargy feets and weight enlarged thyroid fatigue swings,Endocrinology,2
2215,having rash sore skin around yellow crust high nose ooze blister fever red,Dermatology,1
2216,i am having muscle joints walking swelling weakness stiff neck painful,Orthopedics,6
2217,i think it's pain of consumption history yellowish alcohol fluid overload abdominal vomiting skin distention abdomen swelling of of stomach,Gastroenterology,3
2218,i am having side one vomiting weakness body headache of,Neurology,5
2219,i have sweating slurred tingling irritability fatigue and vision lips and headache anxiety vomiting excessive hunger nausea drying speech palpitations distorted blurred,Endocrinology,2
2220,i have burning feel continuous discomfort micturition of urine bladder,Urology,8
2221,i think it's visual depression distorted vision irritability blurred acidity stiff excessive hunger disturbances and neck headache,Neurology,5
2222,suffering from eyes vomiting diarrhoea dehydration sunken,Gastroenterology,3
2223,my main issue is eyes watering continuous from shivering sneezing,Dermatology,1
2224,i think it's weakness mood weight rate hunger restlessness abnormal menstruation fatigue muscle diarrhoea heart excessive swings irritability fast loss sweating,Endocrinology,2
2225,i have vomiting abdominal indigestion of passage appetite gases pain loss of,Gastroenterology,3
2226,dealing with heart cough fever fatigue chest sweating rusty fast rate pain malaise chills high sputum breathlessness phlegm,Pulmonology,7
2227,dealing with pain congestion fatigue nose fever swelled nodes of phlegm continuous chills of runny cough irritation eyes redness pain chest headache high pressure throat smell sinus loss sneezing malaise lymph muscle,Pulmonology,7
2228,experiencing skin failure of of eyes pain yellowing fever dark nausea loss liver bleeding vomiting pain abdominal urine acute high appetite joint yellowish coma stomach,Gastroenterology,3
2229,i think it's excessive muscle restlessness swings fast hunger weakness loss fatigue rate abnormal weight diarrhoea menstruation irritability mood heart,Endocrinology,2
2230,my main issue is skin spotting micturition burning pain itching stomach rash urination,Dermatology,1
2231,i feel eyes fever appetite skin dark of vomiting nausea diarrhoea yellowish muscle of yellowing joint abdominal pain pain urine loss mild pain lately,Gastroenterology,3
2232,having ooze nose red yellow fever skin crust high around blister sore rash,Dermatology,1
2233,experiencing stiff muscle stiffness joints neck swelling weakness movement,Orthopedics,6
2234,experiencing indigestion gases abdominal passage internal vomiting loss pain of itching of appetite,Gastroenterology,3
2235,i have loss yellowing weight lymph fever sweating high mild chills phlegm in breathlessness malaise swelled vomiting blood of nodes pain chest of appetite sputum eyes fever loss fatigue,Pulmonology,7
2236,i am having dehydration sunken diarrhoea eyes,Gastroenterology,3
2237,dealing with cough acidity pain vomiting chest stomach pain,Gastroenterology,3
2238,i think it's excessive fast mood heart weakness muscle swings rate irritability abnormal menstruation diarrhoea sweating hunger loss weight restlessness fatigue,Endocrinology,2
2239,feeling phlegm swelled muscle chest sinus of nose sneezing lymph cough pressure irritation high malaise fever congestion eyes loss smell redness continuous chills pain throat runny nodes pain headache of,Pulmonology,7
2240,i am having rash small skin inflammatory nails skin dents in silver like dusting nails peeling,Dermatology,1
2241,suffering from chills high pain diarrhoea fever sweating vomiting muscle headache nausea,Infectious,4
2242,i think it's of sneezing loss pain redness pressure phlegm of headache chills nose smell lymph chest irritation nodes muscle sinus eyes fever fatigue runny malaise swelled pain throat continuous high congestion,Pulmonology,7
2243,dealing with of internal loss itching passage pain of gases appetite abdominal vomiting,Gastroenterology,3
2244,i am having abdominal appetite gases internal loss indigestion of vomiting of itching passage pain,Gastroenterology,3
2245,i feel in rash joint dents inflammatory nails nails skin small skin pain peeling lately,Dermatology,1
2246,suffering from neck back pain limbs loss dizziness in pain weakness of balance,Neurology,5
2247,i think it's sneezing eyes shivering from watering continuous chills,Dermatology,1
2248,dealing with acidity tongue cough pain on pain ulcers stomach vomiting chest,Gastroenterology,3
2249,my main issue is filled pus skin blackheads rash pimples scurring,Dermatology,1
2250,suffering from chest cough malaise phlegm lymph loss nodes of fever sputum weight high swelled vomiting yellowing of mild appetite pain chills in eyes sweating loss fatigue blood fever,Pulmonology,7
2251,having loss appetite vomiting gases indigestion abdominal pain of passage of,Gastroenterology,3
2252,suffering from patches nodal eruptions skin rash itching skin dischromic,Dermatology,1
2253,having irritability speech excessive nausea and headache slurred vision hunger lips and distorted palpitations vomiting drying anxiety blurred tingling fatigue,Endocrinology,2
2254,i feel weakness painful neck stiffness swelling stiff muscle joints movement walking lately,Orthopedics,6
2255,i am having legs veins swollen prominent bruising fatigue cramps vessels swollen blood on calf obesity,Cardiology,0
2256,experiencing lethargy swollen menstruation puffy enlarged and mood eyes feets swings cold extremeties nails abnormal gain face hands weight irritability fatigue depression dizziness brittle and thyroid,Endocrinology,2
2257,i feel throat fever contacts wasting high muscle in marital extra patches lately,Infectious,4
2258,my main issue is pus skin rash filled blackheads scurring pimples,Dermatology,1
2259,dealing with distorted headache disturbances blurred acidity indigestion and neck visual vision irritability depression hunger excessive stiff,Neurology,5
2260,my main issue is chest breathlessness pain vomiting,Cardiology,0
2261,my main issue is chest cough on ulcers vomiting pain tongue acidity,Gastroenterology,3
2262,i think it's and tingling anxiety and palpitations vision fatigue slurred excessive distorted headache irritability speech nausea sweating vomiting lips blurred hunger drying,Endocrinology,2
2263,i have pain vomiting cough acidity on ulcers pain stomach chest tongue,Gastroenterology,3
2264,experiencing malaise breathlessness chills rusty high pain rate chest sweating heart fast cough fever fatigue sputum,Pulmonology,7
2265,feeling weakness fast rate muscle menstruation weight sweating hunger restlessness abnormal swings excessive mood diarrhoea irritability loss heart,Endocrinology,2
2266,feeling dizziness balance back of neck pain pain loss,Neurology,5
2267,having pain neck balance dizziness limbs of weakness loss in,Neurology,5
2268,having muscle wasting fever high throat in patches,Infectious,4
2269,i feel high marital patches muscle contacts in fever wasting extra throat lately,Infectious,4
2270,i am having stiffness joints weakness stiff swelling painful muscle movement walking neck,Orthopedics,6
2271,feeling painful stiffness swelling joints stiff neck walking movement,Orthopedics,6
2272,feeling of indigestion loss pain passage abdominal vomiting itching gases appetite internal of,Gastroenterology,3
2273,experiencing skin skin nodal dischromic itching eruptions patches rash,Dermatology,1
2274,i feel pain rash itching burning micturition stomach skin lately,Dermatology,1
2275,having obesity swollen blood veins fatigue legs prominent bruising calf swollen vessels cramps on,Cardiology,0
2276,suffering from sputum mucoid family fever cough breathlessness history high fatigue,Pulmonology,7
2277,i feel vision visual headache acidity depression and hunger distorted neck stiff blurred disturbances indigestion excessive lately,Neurology,5
2278,dealing with joints hip painful pain walking pain swelling knee pain joint neck,Orthopedics,6
2279,dealing with pain pain belly headache nausea abdominal diarrhoea vomiting fatigue fever high constipation (typhos) toxic look chills,Infectious,4
2280,my main issue is appetite itching lethargy malaise nodes skin lymph fatigue swelled rash loss mild red spots high of body fever fever over headache,Infectious,4
2281,i feel muscle nausea vomiting fever headache pain chills diarrhoea high lately,Infectious,4
2282,having receiving unsterile yellowish transfusion appetite receiving fatigue of yellowing skin loss itching lethargy eyes blood malaise dark abdominal urine of injections yellow pain urine,Gastroenterology,3
2283,i am having dents nails skin joint skin rash silver inflammatory pain dusting in peeling small nails like,Dermatology,1
2284,experiencing skin rash itching fatigue loss swelled body mild over malaise red spots headache nodes fever lethargy fever lymph of high appetite,Infectious,4
2285,i think it's skin itching skin nodal dischromic rash patches eruptions,Dermatology,1
2286,my main issue is high vomiting abdominal yellowish urine loss skin dark pain fever weight fatigue itching,Gastroenterology,3
2287,i have gases loss of pain vomiting internal passage itching of indigestion abdominal appetite,Gastroenterology,3
2288,i have inflammatory nails silver joint small dents rash dusting skin in skin pain nails peeling like,Dermatology,1
2289,dealing with pressure irritation eyes headache nodes pain of phlegm nose sinus fatigue chills high throat malaise of pain runny sneezing loss muscle smell swelled continuous chest congestion lymph fever redness,Pulmonology,7
2290,feeling burning stomach micturition rash skin spotting pain itching urination,Dermatology,1
2291,i am having cough breathlessness sweating rate phlegm fever chest heart rusty sputum fast pain chills high fatigue,Pulmonology,7
2292,i am having internal appetite loss itching gases vomiting of passage of indigestion,Gastroenterology,3
2293,i have chest pain vomiting sweating,Cardiology,0
2294,i am having pimples rash pus skin scurring blackheads filled,Dermatology,1
2295,experiencing cramps legs blood vessels swollen obesity bruising fatigue swollen,Cardiology,0
2296,i am having pain sweating breathlessness chest vomiting,Cardiology,0
2297,i think it's appetite abdominal joint pain vomiting nausea eyes dark pain yellowing of loss urine skin of fatigue yellowish,Gastroenterology,3
2298,having legs on veins blood bruising calf prominent cramps swollen swollen fatigue vessels obesity,Cardiology,0
2299,experiencing headache excessive and speech blurred irritability fatigue and palpitations hunger vomiting nausea lips distorted tingling anxiety vision slurred drying,Endocrinology,2
2300,feeling pain sweating vomiting breathlessness chest,Cardiology,0
2301,my main issue is high fatigue appetite mild loss malaise nodes spots lethargy over of lymph itching red rash fever fever swelled body skin,Infectious,4
2302,having blackheads rash skin scurring,Dermatology,1
2303,having fever loss pain urine vomiting weight dark skin fatigue yellowish abdominal itching high,Gastroenterology,3
2304,feeling abdominal fever pain vomiting toxic belly look fatigue high constipation (typhos) pain chills diarrhoea headache,Infectious,4
2305,my main issue is slurred and and lips speech anxiety tingling blurred excessive nausea palpitations irritability drying headache vision fatigue hunger sweating distorted,Endocrinology,2
2306,i have appetite headache high red swelled body lethargy lymph spots fatigue itching nodes rash loss of mild over fever malaise skin fever,Infectious,4
2307,suffering from appetite spots behind vomiting pain loss chills high of malaise pain the pain headache body nausea fatigue eyes skin back joint rash fever red over,Infectious,4
2308,i am having weakness of pain limbs pain loss neck dizziness back balance in,Neurology,5
2309,my main issue is phlegm fatigue congestion chest of smell pain muscle nose chills headache continuous loss sneezing malaise runny swelled fever sinus pain eyes high irritation of nodes pressure redness throat cough lymph,Pulmonology,7
2310,i am having skin of abdominal appetite yellowing urine pain nausea joint eyes pain yellowish vomiting fatigue of dark loss,Gastroenterology,3
2311,i have body side of weakness one altered sensorium headache vomiting,Neurology,5
2312,dealing with from eyes continuous sneezing chills watering,Dermatology,1
2313,experiencing yellowing vomiting failure pain abdominal bleeding coma loss nausea stomach pain liver joint of eyes high urine fever fatigue dark of acute appetite,Gastroenterology,3
2314,i think it's headache distorted hunger fatigue vision and sweating and excessive vomiting nausea speech lips irritability slurred blurred palpitations tingling drying,Endocrinology,2
2315,i think it's chest ulcers pain vomiting acidity tongue on cough,Gastroenterology,3
2316,my main issue is fever fatigue breathlessness sputum mucoid history family high,Pulmonology,7
2317,suffering from of fever nodes rash fever fatigue headache lethargy high over malaise red skin mild itching lymph spots swelled body loss appetite,Infectious,4
2318,my main issue is vomiting chest pain pain acidity cough stomach,Gastroenterology,3
2319,i have muscle painful stiffness swelling movement weakness joints walking,Orthopedics,6
2320,dealing with spots pain of malaise the muscle red high loss eyes back headache skin rash fatigue joint chills pain nausea appetite over pain pain fever behind vomiting body,Infectious,4
2321,suffering from yellowish distention stomach abdominal of pain swelling consumption skin of history vomiting abdomen overload alcohol fluid of,Gastroenterology,3
2322,experiencing eyes dark fatigue acute urine appetite yellowish fever bleeding skin nausea liver stomach joint coma of loss yellowing high abdominal of pain failure vomiting pain,Gastroenterology,3
2323,my main issue is toxic headache fatigue abdominal vomiting diarrhoea high constipation fever (typhos) pain nausea pain chills look belly,Infectious,4
2324,my main issue is one headache body weakness vomiting side of sensorium altered,Neurology,5
2325,dealing with ulcers vomiting cough acidity chest tongue on pain,Gastroenterology,3
2326,feeling continuous headache nodes swelled sinus of cough throat phlegm chest muscle chills redness smell fever fatigue high eyes pressure lymph malaise runny pain loss irritation congestion of sneezing pain nose,Pulmonology,7
2327,my main issue is high loss headache nose of cough malaise pain of phlegm throat lymph fever muscle pressure redness swelled sneezing sinus smell pain chills eyes chest continuous runny congestion irritation nodes,Pulmonology,7
2328,i have nausea sweating pain vomiting fever headache high muscle chills,Infectious,4
2329,i am having of dark diarrhoea pain eyes vomiting mild pain urine yellowish yellowing of joint muscle loss pain nausea skin appetite abdominal fever,Gastroenterology,3
2330,feeling weakness body of one altered headache sensorium vomiting side,Neurology,5
2331,feeling skin scurring pus rash filled pimples blackheads,Dermatology,1
2332,i have injections malaise dark fatigue itching eyes pain transfusion of lethargy loss urine skin receiving receiving appetite abdominal yellowing of unsterile yellow urine yellowish blood,Gastroenterology,3
2333,i feel swelling pain joint pain pain hip joints joint knee pain painful walking neck lately,Orthopedics,6
2334,having joints pain pain swelling joint pain joint hip painful walking pain knee neck,Orthopedics,6
2335,i think it's drying speech hunger anxiety nausea excessive slurred distorted blurred tingling irritability fatigue vision palpitations and headache and sweating lips,Endocrinology,2
2336,i feel vomiting belly abdominal high constipation fever pain diarrhoea chills look fatigue pain (typhos) nausea toxic headache lately,Infectious,4
2337,my main issue is pain pain ulcers tongue acidity cough on stomach chest vomiting,Gastroenterology,3
2338,experiencing and nails feets swings eyes extremeties puffy brittle and fatigue lethargy thyroid cold dizziness mood menstruation hands irritability face enlarged depression abnormal swollen,Endocrinology,2
2339,having burning itching urination skin spotting rash micturition,Dermatology,1
2340,my main issue is of of micturition continuous bladder urine feel smell burning foul discomfort urine,Urology,8
2341,feeling appetite skin receiving lethargy transfusion eyes malaise itching yellow pain injections yellowing of of receiving urine blood fatigue urine dark abdominal yellowish loss unsterile,Gastroenterology,3
2342,having of yellowing appetite pain nodes chest sweating fever in weight lymph fever malaise blood loss eyes vomiting sputum loss breathlessness phlegm fatigue of mild high cough swelled,Pulmonology,7
2343,feeling loss pain dark skin yellowing vomiting nausea joint of pain urine eyes appetite fatigue of yellowish abdominal,Gastroenterology,3
2344,having abdominal dark vomiting skin yellowish urine pain yellowing of loss appetite of eyes fatigue nausea,Gastroenterology,3
2345,suffering from neck dizziness loss balance back of pain pain,Neurology,5
2346,having eyes chest redness sinus runny of fatigue muscle cough loss pressure sneezing nose throat phlegm smell chills headache lymph of irritation pain fever swelled continuous nodes congestion high pain,Pulmonology,7
2347,i feel vomiting pain acidity on cough pain tongue stomach chest ulcers lately,Gastroenterology,3
2348,i feel skin joint pain nausea urine fatigue loss vomiting yellowing appetite pain dark yellowish of of eyes abdominal lately,Gastroenterology,3
2349,i am having body headache side one vomiting of sensorium weakness altered,Neurology,5
2350,i think it's slurred and tingling drying blurred headache palpitations excessive irritability lips vision vomiting speech and hunger distorted sweating anxiety nausea,Endocrinology,2
2351,experiencing headache anxiety vision hunger vomiting nausea slurred irritability fatigue palpitations sweating speech excessive and blurred distorted,Endocrinology,2
2352,dealing with foul of burning micturition discomfort feel bladder smell of continuous urine urine,Urology,8
