text,label
experiencing vomiting eyes diarrhoea dehydration sunken,Gastroenterology
i think it's movement joints muscle painful weakness walking swelling stiffness,Orthopedics
my main issue is tingling distorted nausea irritability fatigue lips palpitations hunger drying and vomiting sweating excessive anxiety and headache blurred vision slurred speech,Endocrinology
i feel bruising calf blood swollen prominent on fatigue legs swollen veins cramps obesity vessels lately,Cardiology
experiencing yellowish abdominal overload stomach distention consumption abdomen of of alcohol of fluid history pain swelling skin vomiting,Gastroenterology
feeling of appetite over joint spots nausea chills pain fever pain pain pain body fatigue muscle behind headache high the back loss malaise vomiting red eyes,Infectious
feeling swollen gain feets lethargy thyroid cold depression swings brittle hands mood menstruation weight abnormal enlarged nails and dizziness fatigue extremeties irritability,Endocrinology
my main issue is yellowish appetite nausea eyes yellowing vomiting of skin of loss pain abdominal,
i am having appetite itching abdominal pain yellowish yellowing of eyes loss of skin nausea,
suffering from itching skin nodal eruptions skin dischromic patches rash,Dermatology
dealing with breathlessness sputum cough history fever high fatigue mucoid family,Pulmonology
i am having puffy mood cold thyroid fatigue abnormal and menstruation face brittle and feets dizziness weight gain depression irritability extremeties lethargy hands nails swings eyes enlarged swollen,Endocrinology
i feel fever diarrhoea headache pain high nausea muscle chills vomiting sweating lately,Infectious
dealing with chills eyes sneezing watering shivering from continuous,Dermatology
dealing with swollen legs swollen blood bruising calf prominent veins cramps fatigue obesity on vessels,Cardiology
my main issue is shivering sneezing watering eyes chills from continuous,Dermatology
having distorted excessive indigestion acidity depression stiff neck hunger and disturbances irritability vision blurred headache visual,Neurology
having mucoid cough breathlessness history sputum fatigue family,Pulmonology
i am having mucoid breathlessness sputum high fever cough history fatigue family,Pulmonology
dealing with movement swelling neck painful muscle weakness stiffness joints stiff walking,Orthopedics
i have ulcers tongue on stomach pain cough pain vomiting acidity chest,Gastroenterology
dealing with dehydration vomiting eyes sunken diarrhoea,Gastroenterology
experiencing over headache rash skin loss high malaise red body swelled lymph mild fatigue spots lethargy itching appetite nodes of fever fever,Infectious
i have urination micturition rash spotting skin burning itching,Dermatology
i have yellowish failure pain vomiting of nausea high loss dark fever of urine bleeding eyes appetite stomach abdominal liver acute fatigue coma skin yellowing,Gastroenterology
feeling fatigue loss nausea family of history skin appetite yellowish,Gastroenterology
i am having loss skin nodes spots fever red malaise body high over of appetite fatigue fever swelled lethargy itching lymph rash mild headache,Infectious
i have unsteadiness nausea loss headache spinning vomiting movements balance of,
having of yellowish dark nausea of mild pain abdominal urine appetite eyes pain loss joint fever diarrhoea muscle yellowing skin vomiting pain,Gastroenterology
i feel weight loss urine dark skin abdominal pain fatigue itching vomiting yellowish lately,Gastroenterology
i have of of feel bladder smell discomfort burning foul micturition continuous urine urine,Urology
i have ulcers cough vomiting pain stomach acidity on pain tongue chest,Gastroenterology
my main issue is liver nausea urine of pain yellowing skin loss bleeding acute abdominal high joint yellowish fever fatigue dark stomach vomiting appetite eyes pain of failure coma,Gastroenterology
i think it's headache nausea muscle diarrhoea vomiting pain sweating chills,Infectious
experiencing burning urine bladder micturition discomfort continuous feel of,Urology
having painful knee hip swelling joints pain joint pain joint walking pain,Orthopedics
suffering from patches throat muscle wasting high marital in extra fever contacts,Infectious
i am having like in peeling silver rash pain skin dusting skin nails joint dents small inflammatory nails,Dermatology
i have rash nails skin dusting in like pain peeling dents silver inflammatory small joint nails skin,Dermatology
i am having consumption history swelling fluid of yellowish overload vomiting abdominal skin alcohol pain of stomach,Gastroenterology
feeling skin lethargy swelled red rash loss nodes malaise body lymph of over itching fever fever spots high appetite mild fatigue,Infectious
i am having fever marital high wasting extra patches contacts muscle throat in,Infectious
i think it's high loss of pain stomach urine bleeding dark eyes fatigue yellowish joint acute pain abdominal fever coma yellowing skin of failure appetite nausea vomiting liver,Gastroenterology
dealing with blister yellow nose crust high skin sore rash red ooze fever around,Dermatology
i have blackheads pimples skin filled pus rash scurring,Dermatology
having skin lethargy urine fatigue abdominal transfusion blood receiving yellowing receiving dark urine injections unsterile itching yellow pain yellowish eyes malaise of,Gastroenterology
i am having eyes yellowing skin loss family history appetite fatigue nausea yellowish of of,Gastroenterology
i am having back loss neck dizziness weakness pain limbs pain of balance in,Neurology
i think it's balance of headache nausea loss vomiting unsteadiness,
i think it's sore high crust skin fever blister around nose red ooze yellow rash,Dermatology
having palpitations and speech nausea and tingling headache vision drying fatigue lips excessive distorted vomiting blurred anxiety irritability hunger slurred,Endocrinology
feeling painful walking movement muscle weakness swelling joints stiffness,Orthopedics
experiencing smell urine discomfort of urine micturition bladder feel continuous of burning foul,Urology
suffering from urine continuous micturition feel of discomfort burning bladder,Urology
suffering from swelling stiffness movement joints stiff neck painful weakness muscle walking,Orthopedics
i think it's cough ulcers vomiting pain stomach pain chest on tongue,Gastroenterology
dealing with diarrhoea toxic nausea chills look (typhos) abdominal pain fever vomiting constipation high headache pain belly fatigue,Infectious
i feel itching vomiting pain yellowish fever high urine dark skin abdominal fatigue lately,Gastroenterology
having pain of balance loss in pain dizziness neck limbs back weakness,Neurology
feeling red rash malaise muscle headache joint pain eyes of body chills the over spots nausea pain fever high back skin appetite behind pain fatigue pain loss,Infectious
having urine transfusion injections yellowing of blood abdominal lethargy urine malaise eyes unsterile yellow of itching receiving dark pain fatigue appetite receiving loss skin yellowish,Gastroenterology
i feel abdominal itching vomiting fatigue fever loss skin yellowish high urine dark weight pain lately,Gastroenterology
having headache unsteadiness nausea balance of vomiting loss,
having vomiting pain chest sweating breathlessness,Cardiology
experiencing pain yellowish urine high fatigue skin dark vomiting itching fever abdominal,Gastroenterology
my main issue is dizziness neck loss balance of pain pain back,Neurology
i feel abdominal pain urine fatigue itching high skin dark yellowish loss weight vomiting fever lately,Gastroenterology
having eyes sunken diarrhoea vomiting,Gastroenterology
feeling bruising calf obesity legs fatigue prominent veins on cramps swollen,Cardiology
i think it's of abdominal consumption distention skin of of vomiting alcohol stomach history abdomen pain yellowish swelling,Gastroenterology
experiencing pain skin transfusion dark fatigue blood receiving of yellowing malaise abdominal eyes unsterile yellow receiving appetite yellowish of injections urine urine itching loss,Gastroenterology
suffering from in pain loss balance limbs pain neck weakness back of,Neurology
i am having vomiting sweating chest pain breathlessness,Cardiology
i feel history nausea of family yellowing appetite fatigue of yellowish loss eyes skin lately,Gastroenterology
my main issue is weakness excessive heart loss fatigue weight abnormal diarrhoea muscle rate mood sweating menstruation hunger irritability fast swings,Endocrinology
dealing with weight loss of yellowing chest phlegm nodes fever high swelled cough of blood chills fatigue eyes lymph breathlessness malaise sweating mild sputum fever in loss pain appetite,Pulmonology
i feel joint neck joint painful walking pain hip joints swelling pain pain knee pain lately,Orthopedics
suffering from swollen obesity on prominent legs vessels fatigue calf bruising cramps veins blood swollen,Cardiology
dealing with yellowish eyes pain skin vomiting nausea of pain yellowing appetite abdominal joint fatigue loss of,Gastroenterology
dealing with discomfort smell urine bladder continuous of micturition of feel urine burning foul,Urology
i have extra high muscle contacts patches wasting throat in fever marital,Infectious
suffering from pain dark nausea urine fatigue appetite vomiting of joint pain skin abdominal yellowish loss,Gastroenterology
my main issue is smell malaise cough muscle eyes runny irritation chest sinus pain congestion redness nose swelled of throat pressure pain sneezing fatigue chills lymph high of fever loss nodes continuous phlegm,Pulmonology
i feel abnormal diarrhoea rate mood excessive hunger swings sweating weakness fast heart restlessness fatigue menstruation irritability muscle lately,Endocrinology
suffering from receiving appetite malaise abdominal injections yellowing lethargy fatigue yellowish blood eyes urine unsterile receiving skin dark pain of loss itching yellow transfusion urine of,Gastroenterology
i am having patches in marital high fever extra contacts throat,Infectious
i feel yellowish of abdominal of vomiting skin nausea appetite itching eyes pain yellowing loss lately,
i feel skin joint mild yellowish pain yellowing muscle of loss fever pain pain abdominal urine nausea appetite of diarrhoea dark eyes vomiting lately,Gastroenterology
feeling look nausea fever (typhos) headache vomiting abdominal pain high chills fatigue belly pain toxic constipation,Infectious
experiencing skin rash stomach spotting pain itching micturition urination burning,Dermatology
i feel loss pain red high vomiting muscle skin the eyes fatigue nausea appetite spots fever joint pain body behind malaise rash back pain over of pain chills headache lately,Infectious
i feel joint dark yellowing abdominal diarrhoea loss skin mild of fever eyes nausea vomiting of pain urine yellowish appetite pain pain muscle lately,Gastroenterology
my main issue is cough pain stomach vomiting pain acidity chest,Gastroenterology
my main issue is of limbs weakness balance dizziness pain in back neck loss pain,Neurology
i am having high mucoid cough breathlessness sputum fever fatigue,Pulmonology
feeling swings fast weakness fatigue hunger menstruation mood irritability muscle restlessness abnormal diarrhoea heart excessive sweating rate,Endocrinology
feeling tongue cough on ulcers pain vomiting stomach pain chest,Gastroenterology
i am having altered headache one of sensorium side weakness body,Neurology
dealing with of loss urine of fatigue vomiting yellowing appetite eyes nausea yellowish dark joint pain skin,Gastroenterology
my main issue is vision acidity neck irritability blurred headache depression visual stiff hunger distorted excessive disturbances indigestion and,Neurology
having alcohol of swelling yellowish of of abdominal vomiting skin abdomen distention stomach fluid pain consumption history overload,Gastroenterology
i have obesity prominent blood fatigue legs on veins swollen calf vessels bruising cramps swollen,Cardiology
i have belly (typhos) pain pain chills look diarrhoea headache fever constipation fatigue abdominal high vomiting nausea toxic,Infectious
my main issue is vomiting consumption of pain distention alcohol stomach swelling fluid skin of history of abdominal yellowish overload abdomen,Gastroenterology
i am having pain stomach skin rash urination micturition spotting burning,Dermatology
i think it's nails joint small inflammatory dents skin peeling pain dusting like nails skin in silver rash,Dermatology
suffering from hunger excessive fatigue restlessness abnormal mood rate menstruation diarrhoea fast heart swings weakness muscle irritability sweating,Endocrinology
feeling continuous eyes shivering from sneezing chills watering,Dermatology
suffering from malaise appetite cough fatigue loss vomiting lymph breathlessness in blood loss high fever sputum yellowing chest weight pain fever eyes nodes of phlegm sweating chills swelled mild of,Pulmonology
suffering from of loss pain mild of skin dark vomiting fever eyes diarrhoea pain pain joint urine abdominal yellowish appetite yellowing muscle,Gastroenterology
experiencing vomiting of body headache side sensorium altered one weakness,Neurology
my main issue is appetite nausea high body fatigue muscle vomiting pain joint eyes pain the pain rash headache over malaise skin fever chills back of pain loss spots behind red,Infectious
dealing with balance pain back limbs in of loss neck weakness dizziness pain,Neurology
suffering from of urine of bladder urine foul burning discomfort feel continuous smell micturition,Urology
i feel breathlessness mucoid history fever high family fatigue sputum cough lately,Pulmonology
dealing with swollen fatigue calf vessels on cramps bruising veins blood prominent legs obesity swollen,Cardiology
feeling loss itching appetite internal of vomiting abdominal pain passage of gases,Gastroenterology
i feel appetite fatigue history nausea of skin loss yellowish family lately,Gastroenterology
experiencing yellowish joint of of dark pain skin abdominal yellowing appetite vomiting pain eyes urine nausea fatigue loss,Gastroenterology
dealing with from shivering chills continuous eyes watering sneezing,Dermatology
suffering from belly fatigue constipation pain nausea pain (typhos) headache fever diarrhoea chills look toxic vomiting abdominal high,Infectious
experiencing blood urine skin dark itching injections urine pain yellow receiving appetite malaise transfusion abdominal loss of yellowish unsterile yellowing fatigue of receiving eyes,Gastroenterology
having high vomiting pain nausea headache muscle fever diarrhoea sweating chills,Infectious
experiencing pus pimples rash skin scurring blackheads filled,Dermatology
i think it's muscle patches marital extra contacts high fever throat wasting in,Infectious
i have chills chest of appetite high yellowing in sputum breathlessness cough weight nodes fever lymph malaise loss pain of phlegm blood swelled fever eyes fatigue vomiting loss mild,Pulmonology
suffering from prominent cramps swollen veins on bruising blood swollen legs fatigue obesity vessels calf,Cardiology
i think it's sunken eyes dehydration vomiting diarrhoea,Gastroenterology
having red skin lethargy fever nodes malaise spots fatigue mild appetite rash lymph headache of over swelled itching body loss,Infectious
having of loss in dizziness balance back pain pain limbs weakness neck,Neurology
feeling visual vision depression irritability hunger distorted blurred excessive stiff acidity indigestion headache disturbances and neck,Neurology
i think it's skin rash patches dischromic itching nodal eruptions skin,Dermatology
dealing with malaise unsterile pain urine of yellow itching fatigue blood injections yellowish yellowing skin abdominal lethargy urine dark transfusion receiving eyes receiving,Gastroenterology
having inflammatory joint pain rash dusting skin nails peeling nails small silver skin in like dents,Dermatology
my main issue is sunken dehydration eyes diarrhoea vomiting,Gastroenterology
experiencing dark pain of yellowish appetite urine eyes vomiting abdominal of yellowing skin pain fatigue loss joint,Gastroenterology
i have chills sweating pain vomiting fever headache muscle high nausea diarrhoea,Infectious
my main issue is sweating pain chest breathlessness,Cardiology
i think it's tongue vomiting cough ulcers chest acidity pain stomach pain on,Gastroenterology
suffering from acidity pain chest ulcers pain vomiting cough tongue on stomach,Gastroenterology
my main issue is ooze around fever blister rash red skin nose crust high sore yellow,Dermatology
having unsteadiness nausea spinning loss of vomiting balance movements headache,
i feel around high sore blister nose red rash skin fever lately,Dermatology
i feel appetite muscle abdominal urine diarrhoea of pain nausea yellowing dark eyes pain joint vomiting yellowish skin loss pain fever mild of lately,Gastroenterology
experiencing coma of yellowing nausea eyes joint yellowish of pain appetite acute vomiting pain stomach skin urine bleeding fatigue failure liver dark fever loss high abdominal,Gastroenterology
feeling eyes yellowing vomiting pain itching skin of abdominal nausea yellowish,
i feel fatigue appetite nausea yellowing family of loss history eyes skin of yellowish lately,Gastroenterology
dealing with yellowing of yellowish skin vomiting of appetite loss eyes itching nausea,
experiencing diarrhoea dehydration vomiting,Gastroenterology
i have headache fever joint rash appetite loss red the spots nausea body high pain skin malaise muscle pain pain pain of over eyes fatigue vomiting back behind chills,Infectious
i feel skin nausea fever coma loss stomach pain bleeding of acute abdominal joint yellowing liver yellowish failure appetite of eyes high fatigue urine pain dark vomiting lately,Gastroenterology
i have of loss indigestion itching vomiting appetite of internal passage pain gases abdominal,Gastroenterology
i feel headache high sweating diarrhoea muscle pain fever chills nausea lately,Infectious
having of appetite history of eyes loss yellowish family nausea yellowing skin fatigue,Gastroenterology
suffering from vomiting skin pain loss appetite abdominal of nausea yellowish itching,
i am having fatigue yellowing dark acute bleeding skin of failure joint appetite fever urine high pain stomach pain coma of eyes nausea abdominal loss yellowish liver,Gastroenterology
i think it's of fluid distention of pain abdominal vomiting alcohol swelling abdomen consumption overload stomach of history,Gastroenterology
i have pain vomiting chest ulcers stomach cough tongue pain on acidity,Gastroenterology
having swollen blood bruising cramps fatigue obesity legs swollen vessels,Cardiology
i am having rash micturition urination spotting skin burning stomach itching pain,Dermatology
experiencing loss eyes pain yellowing of itching vomiting skin abdominal of yellowish nausea appetite,
my main issue is pus filled blackheads scurring pimples rash skin,Dermatology
feeling vomiting eyes sunken diarrhoea dehydration,Gastroenterology
experiencing chills high constipation nausea diarrhoea headache look fatigue belly fever pain pain toxic abdominal (typhos),Infectious
i feel dark skin acute fever loss stomach bleeding eyes abdominal failure yellowish coma of pain vomiting high appetite liver joint nausea of pain urine yellowing lately,Gastroenterology
suffering from balance vomiting headache of nausea loss unsteadiness spinning movements,
i have excessive distorted lips vomiting slurred anxiety vision palpitations headache tingling speech sweating blurred and hunger nausea and drying fatigue irritability,Endocrinology
i feel ulcers tongue acidity pain vomiting chest pain stomach cough on lately,Gastroenterology
my main issue is pain pain pain swelling knee joint joints walking joint neck pain painful hip,Orthopedics
i have yellowish vomiting swelling skin of alcohol fluid history overload consumption stomach of distention of pain abdomen abdominal,Gastroenterology
feeling weakness altered body one side vomiting headache sensorium of,Neurology
i am having dark skin itching fatigue high pain yellowish vomiting loss weight urine abdominal fever,Gastroenterology
i feel skin red the joint appetite back high rash fever pain spots pain eyes fatigue loss chills nausea vomiting pain muscle of pain behind headache body over lately,Infectious
i have phlegm sinus sneezing congestion malaise fever redness lymph chills high continuous swelled pressure pain cough of muscle fatigue pain eyes nodes of nose smell irritation chest headache throat loss runny,Pulmonology
i feel eyes pain yellowing abdominal nausea itching vomiting of loss appetite of lately,
feeling eyes nausea history loss skin of fatigue yellowish family yellowing appetite of,Gastroenterology
i am having sweating excessive blurred vision tingling palpitations and slurred distorted fatigue speech hunger irritability drying lips nausea anxiety vomiting headache and,Endocrinology
i feel pain headache fever high nausea muscle sweating vomiting chills lately,Infectious
my main issue is sweating headache fever pain chills muscle diarrhoea high nausea vomiting,Infectious
suffering from stomach pain chest tongue pain acidity cough ulcers on vomiting,Gastroenterology
i have skin the red fatigue spots headache pain of pain vomiting pain joint over nausea chills eyes appetite back pain muscle rash loss malaise behind body,Infectious
i am having skin dischromic patches nodal eruptions itching,Dermatology
having mild pain fever yellowish abdominal of muscle eyes pain skin appetite joint of vomiting nausea loss pain dark urine yellowing diarrhoea,Gastroenterology
dealing with skin nausea of appetite pain vomiting loss dark joint yellowish fatigue abdominal pain urine,Gastroenterology
suffering from fever family breathlessness history high sputum fatigue mucoid,Pulmonology
having chills continuous from eyes watering sneezing shivering,Dermatology
suffering from pimples scurring pus filled blackheads skin rash,Dermatology
having history cough family mucoid breathlessness fever sputum fatigue high,Pulmonology
dealing with vomiting sunken dehydration diarrhoea eyes,Gastroenterology
i have rusty chest breathlessness pain sputum phlegm sweating fast chills cough malaise rate heart fatigue,Pulmonology
experiencing from shivering sneezing eyes watering continuous,Dermatology
my main issue is face feets nails and puffy gain depression irritability swollen cold lethargy menstruation and thyroid hands dizziness swings weight enlarged mood extremeties abnormal brittle eyes,Endocrinology
my main issue is stomach pain chest tongue vomiting acidity ulcers pain on,Gastroenterology
experiencing nodal dischromic itching eruptions rash patches skin skin,Dermatology
feeling foul smell urine discomfort burning of feel micturition of urine continuous bladder,Urology
i feel of appetite itching passage internal loss gases vomiting abdominal of pain lately,Gastroenterology
i think it's fatigue swollen prominent veins on vessels cramps bruising blood obesity calf,Cardiology
suffering from chills from eyes shivering watering,Dermatology
experiencing vomiting cough pain acidity stomach chest ulcers on tongue pain,Gastroenterology
my main issue is eyes diarrhoea sunken vomiting dehydration,Gastroenterology
i feel pain vomiting sweating breathlessness chest lately,Cardiology
i feel chills fast fever pain fatigue high phlegm rusty sweating chest malaise breathlessness sputum heart cough rate lately,Pulmonology
experiencing and menstruation swings extremeties mood feets weight gain dizziness depression swollen puffy face nails abnormal thyroid eyes brittle enlarged lethargy hands irritability cold fatigue and,Endocrinology
dealing with high patches muscle throat in wasting fever,Infectious
i feel muscle weight hunger rate loss diarrhoea fast abnormal sweating weakness heart swings mood excessive irritability menstruation restlessness fatigue lately,Endocrinology
my main issue is sinus pain lymph redness muscle pain loss pressure chills sneezing headache phlegm cough swelled of smell of throat irritation nodes runny fever nose congestion continuous high chest fatigue eyes,Pulmonology
dealing with urine loss skin abdominal weight high itching yellowish dark vomiting pain fever,Gastroenterology
feeling yellowish loss blood dark unsterile appetite lethargy eyes receiving of skin receiving urine injections malaise yellow fatigue urine itching transfusion yellowing pain abdominal of,Gastroenterology
experiencing mucoid history sputum high fatigue breathlessness fever family cough,Pulmonology
i think it's eyes sunken vomiting diarrhoea,Gastroenterology
i think it's chills shivering from eyes watering,Dermatology
i am having on fatigue calf legs veins swollen obesity prominent vessels swollen cramps blood bruising,Cardiology
suffering from skin red sore around crust blister rash ooze yellow nose,Dermatology
dealing with scurring filled pimples skin rash pus,Dermatology
i am having walking painful swelling weakness joints muscle stiff neck,Orthopedics
having high vomiting dark skin loss abdominal yellowish itching fatigue pain weight fever urine,Gastroenterology
i think it's dark fatigue of eyes yellow of abdominal receiving blood receiving itching pain loss urine lethargy unsterile appetite yellowing injections urine transfusion malaise,Gastroenterology
my main issue is walking stiffness painful weakness muscle swelling joints movement,Orthopedics
my main issue is burning itching spotting stomach urination micturition pain,Dermatology
having high fatigue malaise skin body vomiting back pain over red fever joint headache pain pain the loss nausea rash appetite muscle chills behind of eyes spots pain,Infectious
i think it's liver dark of appetite stomach loss of skin acute nausea vomiting fatigue eyes coma joint pain yellowing bleeding abdominal failure high urine fever pain yellowish,Gastroenterology
i am having appetite joint yellowing pain yellowish eyes skin of of vomiting loss fatigue nausea urine dark,Gastroenterology
experiencing dizziness irritability extremeties face weight swollen gain mood menstruation fatigue enlarged brittle cold feets nails depression lethargy puffy hands eyes thyroid and and swings abnormal,Endocrinology
suffering from foul of urine of burning smell continuous bladder urine micturition feel discomfort,Urology
my main issue is balance unsteadiness vomiting headache of movements loss spinning,
having yellowish pain urine vomiting of yellowing eyes abdominal loss of appetite pain joint nausea dark skin,Gastroenterology
my main issue is itching malaise fatigue fever skin spots body swelled of lymph appetite headache loss high fever rash over lethargy red nodes mild,Infectious
having sneezing shivering continuous chills,Dermatology
my main issue is dizziness pain pain neck limbs back balance weakness loss in of,Neurology
i have family history eyes fatigue yellowish nausea loss appetite of yellowing skin of,Gastroenterology
i think it's joints weakness stiffness walking muscle stiff movement swelling neck painful,Orthopedics
feeling neck muscle stiffness stiff walking painful weakness movement,Orthopedics
having vomiting pain abdominal indigestion of itching passage gases internal,Gastroenterology
i feel loss excessive weight irritability abnormal restlessness sweating heart muscle diarrhoea hunger menstruation mood swings weakness rate fast lately,Endocrinology
suffering from of movements headache spinning vomiting balance unsteadiness loss nausea,
experiencing fever lethargy fatigue over appetite lymph headache skin loss of mild malaise nodes itching swelled spots body rash red,Infectious
suffering from breathlessness high pain chest chills rusty fast sweating phlegm fever cough sputum heart fatigue rate malaise,Pulmonology
i think it's sweating nausea muscle diarrhoea fever pain headache vomiting high,Infectious
experiencing one side weakness headache body of altered sensorium vomiting,Neurology
i have pain tongue cough vomiting on stomach ulcers acidity,Gastroenterology
having the pain body vomiting red fatigue appetite muscle pain behind joint loss back chills of eyes headache over pain pain fever spots high rash nausea skin,Infectious
i feel chest vomiting ulcers pain tongue stomach on pain acidity cough lately,Gastroenterology
i am having rash pain eyes over nausea loss pain chills malaise appetite the red headache pain skin fever pain spots fatigue of body high muscle joint behind vomiting back,Infectious
i am having nausea headache loss vomiting balance of unsteadiness,
i am having sinus malaise pain chest pressure of sneezing eyes fever nose swelled pain loss irritation of runny throat high fatigue redness nodes smell muscle lymph congestion continuous headache chills phlegm cough,Pulmonology
feeling and depression distorted hunger irritability headache indigestion disturbances vision neck blurred stiff visual excessive acidity,Neurology
having breathlessness vomiting sweating,Cardiology
i am having slurred headache irritability palpitations sweating drying excessive hunger speech and vision lips vomiting fatigue and distorted tingling nausea blurred anxiety,Endocrinology
experiencing rash micturition stomach burning skin itching spotting pain urination,Dermatology
having chest chills fast phlegm cough breathlessness rate fever sputum fatigue rusty pain malaise sweating high heart,Pulmonology
dealing with on fatigue vessels blood swollen swollen legs veins prominent bruising calf obesity cramps,Cardiology
i feel pain pain pain joint knee hip pain walking painful neck joint lately,Orthopedics
my main issue is like skin joint nails peeling dents rash silver pain small skin dusting in,Dermatology
feeling sneezing pain runny headache loss irritation fever high malaise cough smell throat swelled of pain muscle lymph of sinus chest nose nodes chills phlegm redness eyes pressure continuous congestion,Pulmonology
suffering from joints pain knee hip pain pain swelling joint joint pain neck,Orthopedics
experiencing disturbances blurred depression headache distorted visual indigestion vision and excessive acidity irritability hunger,Neurology
feeling vomiting fever nausea muscle chills diarrhoea sweating headache pain high,Infectious
experiencing skin of nausea yellowing yellowish appetite fatigue of eyes loss,Gastroenterology
feeling and brittle puffy nails hands mood enlarged feets gain menstruation dizziness abnormal fatigue irritability swings lethargy extremeties face weight swollen depression eyes cold thyroid and,Endocrinology
my main issue is passage of gases appetite of loss abdominal itching pain internal vomiting,Gastroenterology
dealing with chills continuous shivering sneezing,Dermatology
i think it's pain swelling of of skin vomiting yellowish fluid of overload consumption history abdomen distention alcohol stomach abdominal,Gastroenterology
i am having loss red pain fatigue spots nausea body eyes headache rash behind chills fever muscle pain back skin pain pain appetite of malaise the high joint over,Infectious
i think it's puffy enlarged swings eyes dizziness extremeties swollen cold hands and lethargy and fatigue mood menstruation abnormal nails depression feets face thyroid irritability brittle,Endocrinology
i feel skin vomiting appetite joint dark urine fatigue loss yellowish yellowing of pain eyes pain nausea abdominal of lately,Gastroenterology
feeling rusty fatigue breathlessness chest high chills rate heart cough sputum pain fast fever malaise sweating,Pulmonology
i have excessive menstruation hunger irritability restlessness loss abnormal rate weakness fatigue weight mood diarrhoea heart sweating fast muscle swings,Endocrinology
having vomiting constipation high headache fever belly chills pain diarrhoea abdominal nausea pain fatigue,Infectious
i feel continuous urine discomfort feel of smell urine bladder of foul lately,Urology
i am having neck walking pain pain joints joint knee painful hip pain pain swelling joint,Orthopedics
having fatigue body skin rash malaise appetite red behind muscle pain pain over nausea of chills high pain headache back loss joint vomiting eyes fever spots pain the,Infectious
having fever blister red around high rash sore ooze nose yellow skin crust,Dermatology
i have anxiety hunger and speech drying sweating vomiting lips tingling palpitations irritability nausea slurred excessive fatigue headache,Endocrinology
experiencing nausea eyes loss of vomiting of abdominal yellowish skin pain yellowing itching appetite,
i feel from chills shivering eyes watering lately,Dermatology
i feel of loss vomiting unsteadiness headache spinning nausea balance movements lately,
feeling vomiting diarrhoea nausea pain chills abdominal constipation high fever toxic belly look (typhos) fatigue pain,Infectious
i think it's on legs fatigue prominent swollen vessels obesity swollen blood cramps veins calf bruising,Cardiology
i am having sore nose red blister high ooze crust yellow fever around rash skin,Dermatology
i feel joint skin in dusting skin nails dents pain like silver small inflammatory peeling rash nails lately,Dermatology
i have appetite transfusion abdominal dark yellow blood pain malaise urine of receiving urine eyes injections yellowing yellowish lethargy fatigue itching receiving of loss skin unsterile,Gastroenterology
i feel like small nails rash skin dents nails skin in inflammatory dusting peeling silver lately,Dermatology
i feel acidity pain vomiting cough ulcers stomach chest pain on tongue lately,Gastroenterology
having dark loss abdominal receiving yellow injections transfusion urine fatigue blood of appetite skin lethargy unsterile of urine pain eyes yellowish receiving malaise yellowing,Gastroenterology
suffering from pain joints walking pain neck pain hip swelling knee joint pain joint painful,Orthopedics
having of loss eyes family of nausea yellowish history fatigue skin yellowing appetite,Gastroenterology
i think it's of vomiting pain internal gases abdominal indigestion passage itching,Gastroenterology
i have ulcers pain cough acidity on chest pain vomiting tongue stomach,Gastroenterology
i feel hunger and blurred lips drying slurred palpitations anxiety tingling nausea irritability and vomiting excessive vision distorted speech fatigue sweating headache lately,Endocrinology
dealing with skin like inflammatory dents silver small rash pain in peeling nails dusting joint skin nails,Dermatology
i have vomiting headache unsteadiness balance loss nausea of,
experiencing vomiting diarrhoea sunken dehydration eyes,Gastroenterology
having high toxic abdominal fatigue pain constipation fever pain headache belly chills look nausea (typhos) diarrhoea vomiting,Infectious
i have burning rash micturition urination itching skin spotting,Dermatology
i have rash nodal skin patches eruptions itching skin dischromic,Dermatology
my main issue is chest eyes loss high of weight sweating loss yellowing mild vomiting breathlessness lymph malaise blood pain of phlegm chills swelled appetite in nodes cough sputum fever fever,Pulmonology
i have swelling stiff muscle movement painful weakness walking stiffness joints neck,Orthopedics
experiencing pain pain tongue chest stomach cough on vomiting ulcers,Gastroenterology
i am having ulcers vomiting pain on stomach chest cough acidity tongue pain,Gastroenterology
i think it's of abdominal nausea urine vomiting yellowing appetite mild pain pain pain fever loss muscle eyes dark diarrhoea joint of,Gastroenterology
experiencing fast fatigue sputum fever chest pain breathlessness high rate malaise phlegm heart sweating cough chills rusty,Pulmonology
suffering from of rash itching skin appetite lethargy nodes swelled lymph fever fatigue mild body red fever malaise over headache spots loss high,Infectious
i have yellowish nausea skin fatigue of of eyes history yellowing loss family appetite,Gastroenterology
experiencing pain indigestion vomiting passage internal abdominal itching of appetite of loss gases,Gastroenterology
i think it's filled blackheads pus rash skin pimples scurring,Dermatology
dealing with extra in wasting patches fever marital high muscle throat contacts,Infectious
i am having skin patches nodal dischromic eruptions skin rash,Dermatology
feeling eruptions nodal patches skin rash itching dischromic skin,Dermatology
having nodes chest continuous malaise smell sneezing of congestion muscle nose phlegm loss throat lymph redness fever cough irritation high fatigue sinus pain swelled of eyes chills runny pain headache pressure,Pulmonology
i am having high vomiting pain chills nausea muscle diarrhoea fever headache,Infectious
i feel muscle sinus chills continuous phlegm runny nose throat malaise of pain redness sneezing chest cough loss irritation eyes of headache pressure congestion smell fatigue fever high pain lately,Pulmonology
